Date,Price,Open,High,Low,Vol.,Change %
25-Jun-20,283.76,280.26,284.1,278.22,3.90M,1.06%
24-Jun-20,280.79,286.08,286.7,278.97,4.53M,-2.56%
23-Jun-20,288.16,289.51,290.43,287.76,2.50M,0.45%
22-Jun-20,286.86,284.35,287.19,283.26,2.52M,0.66%
19-Jun-20,284.97,290.04,290.27,283.67,3.48M,-0.59%
18-Jun-20,286.66,284.97,287.12,284.55,2.76M,0.09%
17-Jun-20,286.4,288.73,289.02,285.88,2.66M,-0.46%
16-Jun-20,287.72,290.05,290.2,282.83,5.29M,1.96%
15-Jun-20,282.2,273.91,283.35,272.77,4.43M,0.91%
12-Jun-20,279.65,283.35,284.15,274.5,6.23M,1.21%
11-Jun-20,276.32,286.36,294.5,275.8,7.75M,-5.76%
10-Jun-20,293.22,295.53,296.39,292.59,5.60M,-0.62%
9-Jun-20,295.06,294.49,296.39,293.63,4.69M,-0.71%
8-Jun-20,297.17,294.43,297.32,293.88,5.56M,1.21%
7-Jun-20,293.61,293.61,293.61,293.61,-,0.00%
5-Jun-20,293.61,291.63,295.38,291.61,6.02M,2.56%
4-Jun-20,286.29,286,287.75,284.2,3.82M,-0.25%
3-Jun-20,287.02,285.2,287.93,284.93,5.57M,1.32%
2-Jun-20,283.28,281.79,283.28,280.46,4.34M,0.82%
1-Jun-20,280.97,279.07,281.49,278.57,3.91M,0.44%
29-May-20,279.75,278.03,280.35,275.36,7.05M,0.45%
28-May-20,278.5,280.03,282.04,277.81,4.63M,-0.20%
27-May-20,279.05,277.78,279.05,272.86,5.15M,1.46%
26-May-20,275.04,277.53,277.74,274.55,4.91M,1.29%
22-May-20,271.55,270.76,271.72,269.5,2.30M,0.23%
21-May-20,270.94,272.8,273.59,269.95,3.58M,-0.72%
20-May-20,272.9,271.92,273.79,271.69,4.90M,1.63%
19-May-20,268.52,270.61,272.25,268.34,4.92M,-0.94%
18-May-20,271.08,269.32,272.7,269.06,6.77M,3.06%
15-May-20,263.04,259.54,263.11,258.56,3.39M,0.45%
14-May-20,261.86,256.33,262,253.97,7.74M,1.21%
13-May-20,258.74,262.87,263.9,256.36,5.62M,-1.77%
12-May-20,263.41,269.98,270.4,263.33,5.16M,-2.01%
11-May-20,268.82,266.78,270.2,266.43,3.47M,0.01%
8-May-20,268.78,267.53,269.14,266.38,3.21M,1.67%
7-May-20,264.36,264.45,266.3,263.9,3.41M,1.18%
6-May-20,261.27,264.71,265.11,261.14,3.02M,-0.67%
5-May-20,263.04,263.45,265.81,262.6,4.44M,0.92%
4-May-20,260.64,257.92,260.9,256.53,4.13M,0.32%
3-May-20,259.82,259.82,259.82,259.82,-,0.00%
2-May-20,259.82,259.82,259.82,259.82,-,0.00%
1-May-20,259.82,262.14,262.85,258.74,4.79M,-2.73%
30-Apr-20,267.1,268.08,268.58,265.23,7.39M,-0.87%
29-Apr-20,269.45,267.98,271,266.91,6.77M,2.58%
28-Apr-20,262.68,267.48,267.79,262.3,5.85M,-0.46%
27-Apr-20,263.9,262.01,264.91,261.57,3.89M,1.45%
24-Apr-20,260.14,258,260.7,255.94,4.77M,1.45%
23-Apr-20,256.42,257.75,260.9,256.2,7.67M,-0.02%
22-Apr-20,256.47,255.83,258.23,254.47,5.63M,2.20%
21-Apr-20,250.95,254.25,255.49,250,6.53M,-3.06%
20-Apr-20,258.86,259.65,263.1,258.58,6.50M,-1.80%
17-Apr-20,263.61,262.31,264,259.5,6.74M,2.76%
16-Apr-20,256.53,256.51,257.3,253.4,6.17M,0.51%
15-Apr-20,255.24,255.08,256.9,253.11,4.89M,-2.18%
14-Apr-20,260.92,258.24,261.63,257.21,6.63M,3.05%
13-Apr-20,253.19,254.64,254.95,249.38,7.67M,-0.97%
9-Apr-20,255.67,255.12,258.39,253.14,8.81M,1.48%
8-Apr-20,251.93,246.24,253.05,244.05,6.96M,3.39%
7-Apr-20,243.66,251.92,252.8,243.46,12.94M,0.05%
6-Apr-20,243.53,236.96,245.3,235.93,7.62M,6.80%
3-Apr-20,228.02,230.43,232.71,225.34,5.49M,-1.48%
2-Apr-20,231.44,225.33,232.18,224.72,6.55M,2.34%
1-Apr-20,226.15,227.92,231.05,224.13,13.71M,-4.51%
31-Mar-20,236.82,239.45,241.94,235.44,10.39M,-1.49%
30-Mar-20,240.39,234.92,241.1,232.97,8.73M,3.23%
28-Mar-20,232.86,232.86,232.86,232.86,-,0.00%
27-Mar-20,232.86,232.7,239.64,230.66,11.17M,-3.07%
26-Mar-20,240.24,229.27,241.44,228.85,12.41M,6.01%
25-Mar-20,226.62,225,235.51,220.32,11.88M,1.28%
24-Mar-20,223.75,216.39,224.3,214.83,13.16M,9.54%
23-Mar-20,204.27,209.63,210.78,200.55,14.13M,-3.07%
21-Mar-20,210.74,210.74,210.74,210.74,-,0.00%
20-Mar-20,210.74,222.8,224.56,210.05,11.53M,-4.36%
19-Mar-20,220.34,218.43,226,212.11,12.44M,0.09%
18-Mar-20,220.15,216.08,224.74,208.31,20.18M,-5.47%
17-Mar-20,232.88,223.75,233.95,216.6,15.12M,6.55%
16-Mar-20,218.57,222.85,234.77,218.14,17.27M,-11.74%
14-Mar-20,247.64,247.64,247.64,247.64,-,0.00%
13-Mar-20,247.64,240.66,247.78,228.1,19.53M,9.34%
12-Mar-20,226.48,234.94,243.68,225.81,24.67M,-9.67%
11-Mar-20,250.73,256.66,257.72,247.62,11.52M,-4.96%
10-Mar-20,263.81,260.48,263.81,250,10.88M,4.64%
9-Mar-20,252.11,253.89,260.99,251.15,16.43M,-7.72%
6-Mar-20,273.19,269.32,274.46,266.6,6.67M,-1.68%
5-Mar-20,277.85,280.3,283.41,275.61,6.22M,-3.35%
4-Mar-20,287.48,281.23,287.64,278.7,5.25M,4.14%
3-Mar-20,276.04,284.34,288.32,273.36,9.81M,-2.76%
2-Mar-20,283.87,274,284.04,270.49,12.43M,4.46%
28-Feb-20,271.74,265.32,272.92,262.25,23.32M,-0.60%
27-Feb-20,273.39,280.57,284.48,273.36,14.90M,-4.43%
26-Feb-20,286.07,288.61,292.28,285.48,10.28M,-0.44%
25-Feb-20,287.34,297.73,298.23,286.36,8.47M,-3.00%
24-Feb-20,296.24,296.96,299.38,295.17,7.10M,-3.34%
21-Feb-20,306.49,308.3,308.58,305.62,2.68M,-1.04%
20-Feb-20,309.7,310.35,311.19,306.67,4.62M,-0.39%
19-Feb-20,310.92,310.42,311.59,310.12,2.26M,0.48%
18-Feb-20,309.43,309.24,309.82,308.03,3.00M,-0.27%
17-Feb-20,310.28,310.28,310.28,310.28,-,0.00%
14-Feb-20,310.28,310.11,310.33,309,1.64M,0.17%
13-Feb-20,309.76,308.6,310.72,308.36,2.04M,-0.10%
12-Feb-20,310.06,309.56,310.27,309.17,2.12M,0.64%
11-Feb-20,308.08,308.93,309.69,307.61,2.44M,0.18%
10-Feb-20,307.52,304.39,307.56,304.35,2.25M,0.72%
7-Feb-20,305.33,305.83,306.59,304.74,2.25M,-0.51%
6-Feb-20,306.89,306.8,307.08,305.81,1.93M,0.34%
5-Feb-20,305.85,305.4,306.08,303.87,3.05M,1.13%
4-Feb-20,302.43,301.5,303.23,301.16,2.29M,1.54%
3-Feb-20,297.84,297.12,299.67,297.03,3.27M,0.73%
31-Jan-20,295.69,300.44,300.6,294.72,6.18M,-1.79%
30-Jan-20,301.09,298.04,301.29,297.3,4.43M,0.31%
29-Jan-20,300.15,301.78,301.94,299.92,2.75M,-0.10%
28-Jan-20,300.45,298.7,301.22,298.22,3.56M,1.08%
27-Jan-20,297.23,296.84,298.73,296.45,4.30M,-1.59%
24-Jan-20,302.03,305.42,305.52,300.81,3.45M,-0.91%
23-Jan-20,304.81,303.84,304.97,302.66,2.67M,0.10%
22-Jan-20,304.51,305.31,305.92,304.32,2.77M,0.03%
21-Jan-20,304.43,304.08,305.22,304,2.76M,-0.21%
17-Jan-20,305.06,304.77,305.2,304.2,2.22M,0.34%
16-Jan-20,304.03,302.94,304.04,302.71,2.58M,0.84%
15-Jan-20,301.51,300.81,302.3,300.69,2.82M,0.22%
14-Jan-20,300.84,300.89,301.91,300.32,2.62M,-0.13%
13-Jan-20,301.24,299.91,301.32,299.48,2.74M,0.66%
10-Jan-20,299.26,300.74,300.86,298.79,3.67M,-0.29%
9-Jan-20,300.12,299.73,300.19,299.09,2.17M,0.69%
8-Jan-20,298.06,296.71,299.31,296.47,3.72M,0.52%
7-Jan-20,296.53,296.82,297.27,296.06,2.38M,-0.28%
6-Jan-20,297.35,294.42,297.42,294.35,2.78M,0.37%
3-Jan-20,296.24,295.22,297.36,295.04,3.25M,-0.73%
2-Jan-20,298.42,297.29,298.45,296.34,3.15M,0.89%
31-Dec-19,295.8,294.53,295.99,294.17,2.51M,0.26%
30-Dec-19,295.04,296.75,296.84,294.51,2.35M,-0.55%
27-Dec-19,296.67,297.51,297.51,296.15,2.23M,0.00%
26-Dec-19,296.67,295.56,296.69,295.52,2.39M,0.51%
24-Dec-19,295.16,295.36,295.4,294.85,1.31M,0.00%
23-Dec-19,295.16,295.49,295.53,294.99,2.33M,-0.38%
20-Dec-19,296.3,295.89,296.76,295.78,4.99M,0.51%
19-Dec-19,294.8,293.78,294.88,293.75,2.33M,0.42%
18-Dec-19,293.58,294.02,294.22,293.57,3.30M,0.01%
17-Dec-19,293.56,293.99,294.19,293.5,3.66M,0.02%
16-Dec-19,293.5,293.26,294.11,293.22,3.14M,0.71%
13-Dec-19,291.44,291.09,292.76,290.3,3.52M,0.04%
12-Dec-19,291.33,288.85,292.1,288.61,3.28M,0.88%
11-Dec-19,288.79,288.45,289.08,288.08,1.84M,0.26%
10-Dec-19,288.04,288.31,288.94,287.35,1.82M,-0.09%
9-Dec-19,288.31,288.87,289.52,288.27,1.48M,-0.30%
6-Dec-19,289.19,288.58,289.65,288.55,1.61M,0.89%
5-Dec-19,286.64,286.83,286.83,285.29,1.60M,0.19%
4-Dec-19,286.11,285.41,286.7,285.07,3.19M,0.64%
3-Dec-19,284.29,283.52,284.43,282.1,3.25M,-0.70%
2-Dec-19,286.3,289.03,289.03,285.84,4.42M,-0.81%
29-Nov-19,288.65,289.25,289.48,288.48,1.99M,-0.38%
27-Nov-19,289.76,289.06,289.78,288.76,1.64M,0.47%
26-Nov-19,288.4,287.91,288.68,287.57,1.80M,0.20%
25-Nov-19,287.82,286.6,287.84,286.57,2.05M,0.76%
22-Nov-19,285.65,285.75,285.86,284.6,1.27M,0.22%
21-Nov-19,285.02,285.52,285.64,284.17,2.31M,-0.15%
20-Nov-19,285.46,285.91,286.42,283.89,2.83M,-0.35%
19-Nov-19,286.47,287.24,287.24,285.88,3.30M,-0.05%
18-Nov-19,286.61,286.18,286.85,285.71,2.29M,0.06%
15-Nov-19,286.43,285.64,286.43,285,1.89M,0.75%
14-Nov-19,284.31,283.64,284.4,282.99,2.25M,0.13%
13-Nov-19,283.93,282.83,284.32,282.59,1.73M,0.04%
12-Nov-19,283.81,283.58,284.72,283.03,1.74M,0.20%
11-Nov-19,283.25,282.43,283.37,282.24,1.13M,-0.19%
8-Nov-19,283.8,282.74,283.8,282,2.33M,0.24%
7-Nov-19,283.11,283.46,284.23,282.58,2.70M,0.35%
6-Nov-19,282.11,282.04,282.34,281.12,1.46M,0.05%
5-Nov-19,281.96,282.58,282.82,281.71,3.00M,-0.13%
4-Nov-19,282.32,282.79,282.9,281.96,3.80M,0.40%
1-Nov-19,281.2,280.05,281.21,279.91,2.37M,0.95%
31-Oct-19,278.55,279.35,279.35,277.15,2.31M,-0.32%
30-Oct-19,279.45,278.69,279.69,277.38,1.82M,0.35%
29-Oct-19,278.47,278.32,279.43,278.18,1.60M,-0.06%
28-Oct-19,278.65,278.22,279.07,278.22,1.80M,0.58%
25-Oct-19,277.04,275.33,277.54,275.28,5.50M,0.42%
24-Oct-19,275.89,276.38,276.5,275.05,2.22M,0.16%
23-Oct-19,275.44,274.41,275.48,274.18,1.30M,0.29%
22-Oct-19,274.63,276.09,276.33,274.52,1.60M,-0.35%
21-Oct-19,275.6,275.05,275.72,274.57,3.02M,0.70%
18-Oct-19,273.69,274.36,274.97,272.81,1.15M,-0.41%
17-Oct-19,274.82,275.24,275.72,274.19,3.10M,0.27%
16-Oct-19,274.08,274.07,274.73,273.62,1.15M,-0.16%
15-Oct-19,274.51,272.87,275.25,272.77,1.79M,0.97%
14-Oct-19,271.88,271.79,272.45,271.48,1.22M,-0.09%
11-Oct-19,272.13,272.1,274.35,271.94,2.81M,1.04%
10-Oct-19,269.32,267.42,270.2,267.25,1.58M,0.68%
9-Oct-19,267.5,267.04,268.44,266.39,1.97M,0.93%
8-Oct-19,265.03,267.28,268.02,264.96,2.16M,-1.55%
7-Oct-19,269.21,269.56,271.16,268.9,1.83M,-0.43%
4-Oct-19,270.37,267.45,270.56,267.36,1.91M,1.39%
3-Oct-19,266.67,264.35,266.73,261.59,3.00M,0.79%
2-Oct-19,264.57,267.73,267.73,263.25,4.47M,-1.76%
1-Oct-19,269.32,273.44,274.08,269.09,3.73M,-1.20%
30-Sep-19,272.6,271.82,273.26,271.79,2.74M,0.49%
27-Sep-19,271.26,273.56,273.59,269.72,2.84M,-0.56%
26-Sep-19,272.79,273.34,273.55,271.35,2.36M,-0.67%
25-Sep-19,274.63,273.08,275.08,271.6,2.65M,0.61%
24-Sep-19,272.96,276.31,276.68,272.06,5.13M,-0.83%
23-Sep-19,275.24,274.59,275.9,274.33,1.30M,0.07%
20-Sep-19,275.05,277.18,277.41,274.5,2.06M,-0.54%
19-Sep-19,276.53,277,277.98,276.23,2.27M,-0.02%
18-Sep-19,276.59,276,276.68,273.95,2.03M,0.06%
17-Sep-19,276.42,275.46,276.48,275.34,1.79M,0.27%
16-Sep-19,275.67,275.38,276.1,275.04,1.43M,-0.33%
13-Sep-19,276.58,277.21,277.54,276.15,2.29M,-0.03%
12-Sep-19,276.65,276.71,277.8,275.94,2.43M,0.29%
11-Sep-19,275.84,274.15,275.84,273.5,2.08M,0.72%
10-Sep-19,273.87,273.11,273.88,271.87,1.87M,0.02%
9-Sep-19,273.81,274.8,274.82,272.96,2.16M,0.03%
6-Sep-19,273.74,273.93,274.39,273.19,1.89M,0.07%
5-Sep-19,273.54,272.57,274.44,272.46,1.76M,1.32%
4-Sep-19,269.97,269.25,270.06,268.48,1.49M,1.07%
3-Sep-19,267.11,266.83,267.8,265.68,3.37M,-0.55%
30-Aug-19,268.6,270.15,270.21,267.66,4.21M,-0.04%
29-Aug-19,268.71,267.91,269.23,266.9,3.13M,1.30%
28-Aug-19,265.26,262.73,265.45,262,3.12M,0.69%
27-Aug-19,263.43,265.92,266.26,262.71,2.49M,-0.39%
26-Aug-19,264.47,263.81,264.47,262.27,2.27M,1.11%
23-Aug-19,261.57,267.19,268.84,260.33,4.22M,-2.57%
22-Aug-19,268.46,269.28,269.91,266.7,1.89M,-0.04%
21-Aug-19,268.56,268.58,268.93,267.92,2.01M,0.81%
20-Aug-19,266.4,267.98,268.49,266.29,1.87M,-0.77%
19-Aug-19,268.48,268.36,269.14,267.64,1.43M,1.23%
16-Aug-19,265.22,263.07,265.68,263.02,2.43M,1.47%
15-Aug-19,261.39,261.62,262.27,259.34,2.78M,0.31%
14-Aug-19,260.57,264.56,265.15,260.57,4.35M,-3.01%
13-Aug-19,268.66,264.22,270.1,263.91,3.41M,1.55%
12-Aug-19,264.56,266.24,266.79,263.56,2.10M,-1.17%
9-Aug-19,267.7,268.72,269.29,266,2.62M,-0.70%
8-Aug-19,269.58,266,269.59,265.4,3.62M,1.95%
7-Aug-19,264.42,261.16,265.23,258.99,4.26M,0.07%
6-Aug-19,264.24,262.53,264.47,261.06,4.37M,1.29%
5-Aug-19,260.88,264.57,264.68,258.7,7.35M,-2.95%
2-Aug-19,268.81,269.89,270.08,267.15,5.31M,-0.73%
1-Aug-19,270.79,273.28,276.28,269.94,6.92M,-0.84%
31-Jul-19,273.08,276.39,276.61,271.07,4.91M,-1.13%
30-Jul-19,276.21,275.45,276.56,275.04,1.75M,-0.24%
29-Jul-19,276.88,277.23,277.27,276.26,2.93M,-0.18%
26-Jul-19,277.38,276.2,277.55,276.1,1.80M,0.72%
25-Jul-19,275.41,276.41,276.41,274.68,1.87M,-0.49%
24-Jul-19,276.76,274.78,276.79,274.67,1.67M,0.46%
23-Jul-19,275.49,274.71,275.5,273.89,1.75M,0.69%
22-Jul-19,273.61,273.32,274.11,272.79,1.30M,0.24%
19-Jul-19,272.95,275.52,275.54,272.7,2.32M,-0.54%
18-Jul-19,274.42,272.91,274.79,272.47,3.46M,0.37%
17-Jul-19,273.42,275.28,275.4,273.42,1.76M,-0.68%
16-Jul-19,275.28,276.12,276.26,274.99,1.56M,-0.33%
15-Jul-19,276.18,276.53,276.55,275.71,1.47M,0.03%
12-Jul-19,276.11,275.39,276.19,275.06,2.93M,0.49%
11-Jul-19,274.76,274.87,275.11,273.85,2.25M,0.20%
10-Jul-19,274.21,274.02,275.19,273.46,2.85M,0.47%
9-Jul-19,272.94,271.4,273.22,271.34,2.53M,0.12%
8-Jul-19,272.6,272.79,273.06,272.03,3.13M,-0.50%
5-Jul-19,273.97,273.14,274.25,271.86,3.36M,-0.13%
3-Jul-19,274.32,272.91,274.37,272.76,2.34M,0.77%
2-Jul-19,272.23,271.47,272.25,270.62,3.04M,0.29%
1-Jul-19,271.44,272.46,272.65,270.3,4.51M,0.85%
28-Jun-19,269.15,268.7,269.55,268.18,2.88M,0.55%
27-Jun-19,267.67,267.49,268.19,267.17,2.05M,-0.17%
26-Jun-19,268.12,269.3,269.82,268.02,2.99M,-0.10%
25-Jun-19,268.38,271.1,271.13,268.27,2.29M,-0.99%
24-Jun-19,271.06,271.59,271.92,270.9,3.52M,-0.13%
21-Jun-19,271.41,271.53,272.79,271.17,2.23M,-0.12%
20-Jun-19,271.73,271.94,272.19,269.73,3.29M,0.93%
19-Jun-19,269.22,268.74,269.72,267.76,1.68M,0.26%
18-Jun-19,268.51,267.65,269.66,267.3,2.34M,1.00%
17-Jun-19,265.86,265.94,266.56,265.62,1.78M,0.09%
14-Jun-19,265.62,265.71,266.29,264.91,1.20M,-0.15%
13-Jun-19,266.02,265.82,266.36,265.11,1.81M,0.45%
12-Jun-19,264.84,265.12,265.7,264.36,1.71M,-0.19%
11-Jun-19,265.34,267.25,267.65,264.69,1.89M,-0.02%
10-Jun-19,265.39,265.76,267.1,265.3,2.85M,0.47%
7-Jun-19,264.15,262.62,265.29,262.45,1.88M,1.00%
6-Jun-19,261.54,260.17,262.25,259.51,2.28M,0.65%
5-Jun-19,259.85,259.24,259.88,257.42,2.65M,0.85%
4-Jun-19,257.67,254.48,257.76,254.03,3.54M,2.20%
3-Jun-19,252.12,252.83,253.96,250.77,3.83M,-0.30%
31-May-19,252.87,253.63,254.49,252.77,3.70M,-1.34%
30-May-19,256.3,256.28,257.18,255.14,2.98M,0.28%
29-May-19,255.59,256.13,256.52,254.1,4.59M,-0.69%
28-May-19,257.36,259.96,260.96,257.29,2.57M,-0.90%
24-May-19,259.69,260.6,260.99,259.06,1.83M,0.17%
23-May-19,259.24,260.08,260.1,257.68,3.81M,-1.17%
22-May-19,262.31,262.12,263.29,261.87,3.42M,-0.27%
21-May-19,263.03,262.5,263.51,262.25,2.76M,0.85%
20-May-19,260.82,260.9,262.11,260.02,2.76M,-0.68%
17-May-19,262.61,261.89,265.02,261.86,2.72M,-0.61%
16-May-19,264.21,262.47,265.6,262.45,3.22M,0.92%
15-May-19,261.81,258.63,262.45,258.4,2.44M,0.59%
14-May-19,260.27,258.99,261.82,258.84,4.70M,0.87%
13-May-19,258.03,259.37,260.34,257.07,5.55M,-2.45%
10-May-19,264.52,262.37,265.38,259.27,3.13M,0.47%
9-May-19,263.29,261.94,263.84,260.2,3.09M,-0.31%
8-May-19,264.1,264.14,265.82,263.47,2.66M,-0.20%
7-May-19,264.62,266.48,267.08,262.48,4.75M,-1.62%
6-May-19,268.98,265.65,269.36,265.31,3.97M,-0.40%
3-May-19,270.05,268.92,270.32,268.7,1.97M,0.95%
2-May-19,267.51,267.88,268.8,265.93,3.01M,-0.20%
1-May-19,268.04,270.68,270.87,268,2.67M,-0.73%
30-Apr-19,270.01,269.56,270.31,268.11,2.02M,0.06%
29-Apr-19,269.84,269.56,270.41,269.46,1.89M,0.13%
26-Apr-19,269.5,268.28,269.54,267.46,2.17M,0.46%
25-Apr-19,268.27,268.28,268.88,266.98,1.24M,-0.04%
24-Apr-19,268.37,268.89,269.21,268.23,1.39M,-0.20%
23-Apr-19,268.9,266.96,269.19,266.71,2.62M,0.86%
22-Apr-19,266.6,265.56,266.71,265.47,1.13M,0.10%
18-Apr-19,266.34,266.44,266.6,265.08,2.79M,0.19%
17-Apr-19,265.84,267.59,267.61,265.4,1.87M,-0.24%
16-Apr-19,266.49,267.2,267.24,265.86,2.45M,0.07%
15-Apr-19,266.3,266.57,266.64,265.47,1.58M,-0.07%
12-Apr-19,266.48,266.33,266.77,265.63,1.90M,0.68%
11-Apr-19,264.69,265.24,265.24,264.09,1.57M,-0.02%
10-Apr-19,264.74,264.25,264.84,263.85,2.99M,0.34%
9-Apr-19,263.83,264.22,264.54,263.29,2.02M,-0.53%
8-Apr-19,265.24,264.57,265.31,263.91,1.72M,0.09%
5-Apr-19,265.01,264.42,265.06,264.12,1.50M,0.48%
4-Apr-19,263.74,263.37,263.96,262.67,1.74M,0.24%
3-Apr-19,263.11,263.87,264.25,262.4,1.94M,0.19%
2-Apr-19,262.62,262.67,262.85,261.81,1.51M,0.03%
1-Apr-19,262.53,261.46,262.78,261.19,3.30M,1.15%
29-Mar-19,259.54,259.34,259.72,258.18,2.83M,0.64%
28-Mar-19,257.88,257.45,258.22,256.27,1.72M,0.39%
27-Mar-19,256.88,258.15,258.73,255.23,2.71M,-0.46%
26-Mar-19,258.08,258.01,259.12,256.73,3.18M,0.72%
25-Mar-19,256.23,256.09,257.28,254.95,2.89M,-0.09%
22-Mar-19,256.46,260.07,260.61,256.37,4.32M,-1.90%
21-Mar-19,261.43,257.68,261.86,257.68,2.97M,0.58%
20-Mar-19,259.93,260.54,261.77,258.84,3.42M,-0.36%
19-Mar-19,260.86,261.81,262.59,259.88,4.06M,0.03%
18-Mar-19,260.78,260,260.99,259.77,1.83M,0.36%
15-Mar-19,259.85,259.02,260.57,258.87,3.15M,0.49%
14-Mar-19,258.59,258.68,259.12,258.04,1.56M,-0.03%
13-Mar-19,258.68,257.84,259.59,257.69,1.97M,0.68%
12-Mar-19,256.93,256.52,257.46,256.37,2.27M,0.36%
11-Mar-19,256.02,253.04,256.12,253.02,1.88M,1.46%
8-Mar-19,252.34,250.88,252.45,250.34,4.52M,-0.20%
7-Mar-19,252.85,254.48,254.6,251.95,6.44M,-0.80%
6-Mar-19,254.9,256.62,256.62,254.6,2.51M,-0.64%
5-Mar-19,256.54,256.99,257.17,255.96,2.48M,-0.12%
4-Mar-19,256.84,258.87,259.1,254.49,3.38M,-0.38%
1-Mar-19,257.83,257.81,258.21,256.33,2.87M,0.69%
28-Feb-19,256.07,256.42,256.88,255.85,2.21M,-0.23%
27-Feb-19,256.67,256.06,257.02,255.1,2.14M,-0.05%
26-Feb-19,256.8,256.55,257.64,256.41,4.63M,-0.07%
25-Feb-19,256.99,258.09,258.61,256.88,2.94M,0.15%
22-Feb-19,256.61,255.69,256.81,255.45,2.12M,0.60%
21-Feb-19,255.08,255.33,255.64,254.04,2.02M,-0.36%
20-Feb-19,256.01,255.41,256.38,254.89,2.16M,0.23%
19-Feb-19,255.42,254.15,256.09,254.15,2.51M,0.17%
15-Feb-19,254.98,254.03,255,253.81,2.81M,1.10%
14-Feb-19,252.2,251.65,253.36,250.83,3.25M,-0.22%
13-Feb-19,252.76,252.82,253.66,252.39,3.57M,0.30%
12-Feb-19,252,250.38,252.36,250.34,5.98M,1.29%
11-Feb-19,248.78,249.28,249.51,248.22,2.99M,0.05%
8-Feb-19,248.65,247.01,248.71,246.2,2.51M,0.13%
7-Feb-19,248.33,249.04,249.58,246.62,3.91M,-0.98%
6-Feb-19,250.79,250.75,251.22,249.95,2.05M,-0.12%
5-Feb-19,251.1,250.44,251.33,249.92,3.61M,0.44%
4-Feb-19,249.99,248.3,250.02,247.59,2.54M,0.71%
1-Feb-19,248.22,248.31,249.29,247.46,3.72M,0.08%
31-Jan-19,248.01,245.86,248.53,245.68,5.31M,0.83%
30-Jan-19,245.96,243.66,246.78,242.88,6.03M,1.58%
29-Jan-19,242.13,242.55,243.12,241.27,2.44M,-0.12%
28-Jan-19,242.43,242.09,242.49,240.63,2.41M,-0.77%
25-Jan-19,244.32,244.11,245.11,243.67,3.68M,0.85%
24-Jan-19,242.26,241.9,242.82,240.91,2.20M,0.10%
23-Jan-19,242.02,242.68,243.34,239.58,3.08M,0.15%
22-Jan-19,241.66,243.39,243.58,239.97,5.79M,-1.33%
18-Jan-19,244.92,243.56,245.37,242.76,4.94M,1.34%
17-Jan-19,241.67,239,242.55,238.95,3.06M,0.75%
16-Jan-19,239.88,239.72,240.76,239.52,4.07M,0.22%
15-Jan-19,239.35,236.97,239.59,236.97,5.10M,1.17%
14-Jan-19,236.58,236.1,237.39,235.69,2.65M,-0.55%
11-Jan-19,237.89,236.85,238,236.24,2.55M,-0.05%
10-Jan-19,238,235.65,238.17,234.85,2.81M,0.42%
9-Jan-19,237.01,236.71,237.94,235.46,4.56M,0.46%
8-Jan-19,235.92,236.05,236.46,233.43,3.55M,0.97%
7-Jan-19,233.65,232.29,235.23,231.32,3.71M,0.75%
4-Jan-19,231.91,227.54,232.62,227.15,5.10M,3.30%
3-Jan-19,224.5,228.1,228.42,223.97,3.33M,-2.39%
2-Jan-19,229.99,226.18,230.85,226.02,4.89M,0.08%
31-Dec-18,229.81,229.31,229.97,227.45,6.68M,0.90%
28-Dec-18,227.76,229.32,231.07,226.52,7.44M,-0.13%
27-Dec-18,228.05,222.96,228.12,219.6,9.58M,0.93%
26-Dec-18,225.95,216.88,226.1,214.83,11.60M,5.06%
24-Dec-18,215.07,219.74,220.8,215.07,8.49M,-2.75%
21-Dec-18,221.16,226.74,229.46,220.57,11.81M,-1.99%
20-Dec-18,225.65,228.35,229.9,223.54,12.14M,-1.64%
19-Dec-18,229.42,233.21,237,227.78,8.22M,-1.60%
18-Dec-18,233.14,235,235.68,231.48,4.69M,-0.04%
17-Dec-18,233.23,237.06,238.22,231.68,6.13M,-2.57%
14-Dec-18,239.38,241.65,242.63,238.77,5.09M,-1.85%
13-Dec-18,243.88,244.86,245.76,242.7,2.61M,-0.03%
12-Dec-18,243.96,245.8,247.16,243.85,4.12M,0.55%
11-Dec-18,242.62,245.95,246.12,241.19,4.54M,0.03%
10-Dec-18,242.55,242,243.62,237.62,5.98M,0.12%
7-Dec-18,242.26,247.63,249.24,241.37,3.93M,-2.32%
6-Dec-18,248.02,244.42,248.09,241.13,7.71M,-0.25%
4-Dec-18,248.65,255.85,256.27,248.06,3.84M,-3.10%
3-Dec-18,256.61,257.65,257.74,255.06,3.94M,1.23%
30-Nov-18,253.48,251.64,253.94,251.35,2.99M,0.66%
29-Nov-18,251.81,251.54,253.25,250.36,3.28M,-0.21%
28-Nov-18,252.33,247.72,252.33,246.75,3.72M,2.34%
27-Nov-18,246.57,244.73,246.6,244.12,2.85M,0.31%
26-Nov-18,245.8,244.23,245.84,243.85,2.50M,1.57%
23-Nov-18,242.01,241.8,243.35,241.73,830.91K,-0.64%
21-Nov-18,243.58,244.24,245.44,243.52,2.43M,0.33%
20-Nov-18,242.77,243.84,245.32,241.83,5.00M,-1.84%
19-Nov-18,247.32,250.94,251.21,246.35,2.97M,-1.66%
16-Nov-18,251.49,249.77,252.47,249.26,2.34M,0.26%
